run_type,n_runs,mean_yield,sd_yield,mean_p0,mean_p1,mean_p2,mean_insert
CCS/HiFi,183,60.469125683060106,28.402393516623345,45.00699453551913,23.154098360655738,30.050109289617488,8970.557377049181
CLR,48,22.43520833333334,29.880244166422667,79.4175,8.963541666666666,10.515208333333332,7805.208333333334
