xml_file,run_path,run_id,bam_file,is_hifi_bam,total_length,num_records,instrument_id,instrument_name,context,created_at,run_name,sample_name,well_name,insert_size,loading_concentration,application,movie_length_min,target_insert_size,binding_kit,binding_kit_part,cell_type,run_type,sts_file,num_sequencing_zmws,actual_movie_length_min,total_bases,yield_gb,p0_empty,p1_single,p2_multi,p0_percent,p1_percent,p2_percent,productive_zmws,productivity_percent,mean_read_length,median_read_length,n50_read_length,snr_a,snr_c,snr_g,snr_t
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221213_133843.sts.xml,8014671,5,10358,0.0,8014399,0,0,100.0,0.0,0.0,10,0.0,1035.0,1312.0,1357.0,45.24,34.91,27.06,33.42
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221108_071609.sts.xml,8014671,5,340,0.0,8014638,3,0,100.0,0.0,0.0,2,0.0,170.0,222.0,222.0,12.27,15.55,7.04,10.54
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221215_121444.sts.xml,8014671,5,293,0.0,8014603,2,0,100.0,0.0,0.0,3,0.0,97.0,87.0,149.0,11.68,11.74,6.12,8.75
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221207_144014.sts.xml,8014671,5,161,0.0,8014414,0,0,100.0,0.0,0.0,2,0.0,80.0,109.0,109.0,12.38,16.89,6.43,6.7
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221215_084543.sts.xml,8014671,5,162,0.0,8014425,2,0,100.0,0.0,0.0,1,0.0,162.0,162.0,162.0,11.79,15.41,6.09,8.3
,,,,,,,,,,,,,,,,,,,,,,,m64241e_240523_120310.sts.xml,8014671,5,288,0.0,8014531,2,0,100.0,0.0,0.0,1,0.0,288.0,288.0,288.0,10.7,15.11,6.46,9.52
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221215_111013.sts.xml,8014671,5,0,,8014549,0,0,100.0,0.0,0.0,0,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221214_170005.sts.xml,8014671,5,0,,8014491,0,0,100.0,0.0,0.0,0,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,m64241e_240215_230356.sts.xml,8009753,1800,68828954624,68.83,3468615,1445915,2931684,43.3,18.05,36.6,5586226,69.74,67487.0,30747.0,172219.0,11.04,16.05,4.19,7.35
,,,,,,,,,,,,,,,,,,,,,,,m64241e_240214_120633.sts.xml,8009129,1800,58127298560,58.13,4269307,1483379,2119422,53.31,18.52,26.46,4877941,60.9,72018.0,29786.0,190597.0,11.0,15.95,4.16,7.3
,,,,,,,,,,,,,,,,,,,,,,,m64241e_220505_104937.sts.xml,8014671,5,1758,0.0,8014383,1,0,100.0,0.0,0.0,12,0.0,146.0,128.0,147.0,13.76,19.21,6.82,10.3
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221213_160755.sts.xml,8014671,5,2930,0.0,8014367,0,0,100.0,0.0,0.0,5,0.0,586.0,664.0,729.0,26.67,30.11,11.48,20.41
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221207_132614.sts.xml,8014671,5,467,0.0,8014371,0,0,100.0,0.0,0.0,6,0.0,77.0,87.0,87.0,7.53,8.08,6.94,7.26
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221214_205303.sts.xml,8014671,5,1148,0.0,8014509,0,0,100.0,0.0,0.0,10,0.0,114.0,87.0,160.0,7.69,10.46,6.78,6.94
,,,,,,,,,,,,,,,,,,,,,,,m64241e_240416_194637.sts.xml,8012735,1800,46796242944,46.8,4886363,1564333,1482293,60.98,19.52,18.5,4042271,50.45,57927.0,19961.0,168785.0,15.82,26.61,5.42,9.73
,,,,,,,,,,,,,,,,,,,,,,,m64241e_240415_084940.sts.xml,8010108,1800,56850374656,56.85,4289703,1893293,1762080,53.55,23.64,22.0,4198903,52.42,97293.0,63440.0,205223.0,10.34,14.97,3.99,6.94
,,,,,,,,,,,,,,,,,,,,,,,m64241e_240413_215237.sts.xml,8012246,1800,58282737664,58.28,3921006,1565258,2408142,48.94,19.54,30.06,4983763,62.2,58427.0,24421.0,154596.0,10.57,15.22,4.0,7.02
,,,,,,,,,,,,,,,,,,,,,,,m64241e_240412_105748.sts.xml,8010829,1800,42805833728,42.81,5461574,1727840,778593,68.18,21.57,9.72,3087458,38.54,96038.0,63422.0,204147.0,17.12,121.34,4.66,13.09
,,,,,,,,,,,,,,,,,,,,,,,m64241e_251127_082435.sts.xml,8014671,5,0,,8014459,2,0,100.0,0.0,0.0,0,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,m64241e_221124_122312.sts.xml,8014671,5,130,0.0,8014584,2,0,100.0,0.0,0.0,1,0.0,130.0,130.0,130.0,13.08,17.87,7.15,9.77
,,,,,,,,,,,,,,,,,,,,,,,m64241e_220711_065749.sts.xml,8014671,5,0,,8014618,2,0,100.0,0.0,0.0,0,0.0,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,m64241e_210619_053646.sts.xml,8011891,1800,37928579072,37.93,5939419,1945916,107254,74.13,24.29,1.34,2568989,32.06,105559.0,89706.0,193162.0,10.41,15.14,3.96,6.84
,,,,,,,,,,,,,,,,,,,,,,,m64241e_210617_232502.sts.xml,8010803,1800,22384128000,22.38,6634058,1297348,66764,82.81,16.19,0.83,1732358,21.63,92420.0,74946.0,171480.0,11.05,16.17,4.15,7.19
,,,,,,,,,,,,,,,,,,,,,,,m64241e_210616_172608.sts.xml,8012959,1800,19121696768,19.12,6591234,1313625,81062,82.26,16.39,1.01,1757068,21.93,86345.0,62596.0,168744.0,11.08,16.13,4.19,7.21
